patient,display_id,label,role,trial_group,category,x,y
AZ,NUEx044,cherry,truth,0:cherry,food/fruit,-0.21402848343992797,-0.3666884639351454
AZ,NUEx044,strawberry,predicted,0:cherry,food/fruit,-0.4329852343348826,-0.2856919575707589
AZ,NUEx044,peach,neighbor,0:cherry,,-0.4594943537264409,-0.3135018646786385
AZ,NUEx044,orange,neighbor,0:cherry,,-0.16396964198078162,-0.26340770641442357
AZ,NUEx044,pineapple,neighbor,0:cherry,,-0.41986262192274565,-0.3933482056958137
AZ,NUEx044,pumpkin,neighbor,0:cherry,,-0.38196679366351527,-0.23889013572984313
AZ,NUEx044,fruit,neighbor,0:cherry,,-0.44053744713045606,-0.23909334456042633
AZ,NUEx044,tomato,neighbor,0:cherry,,-0.4694541585556447,-0.35904475226526933
AZ,NUEx044,pear,neighbor,0:cherry,,-0.5541101798065157,-0.30760363194717283
AZ,NUEx044,butter,neighbor,0:cherry,,-0.23537809680067198,-0.4657510216722155
AZ,NUEx044,apple,neighbor,0:cherry,,-0.2705353490757893,-0.3977117584212168
AZ,NUEx044,carrot,neighbor,0:cherry,,-0.35512485647440073,-0.4132293143172139
AZ,NUEx044,lime,neighbor,0:cherry,,-0.27065465708484665,-0.4821831533655961
AZ,NUEx044,juice,neighbor,0:cherry,,-0.1810271497936627,-0.4995517229303489
AZ,NUEx044,red,neighbor,0:cherry,,-0.055688469619553975,-0.17641800116912573
AZ,NUEx044,cinnamon,neighbor,0:cherry,,-0.3564650187066375,-0.5177664658283766
AZ,NUEx044,leaf,neighbor,0:cherry,,-0.09792311559276419,-0.3675368315769523
AZ,NUEx044,mango,neighbor,0:cherry,,-0.5159070693750841,-0.3281374228333427
AZ,NUEx044,honey,neighbor,0:cherry,,-0.31503262121886094,-0.328834077215635
AZ,NUEx044,salad,neighbor,0:cherry,,-0.44468443462351115,-0.3358610817484008
AZ,NUEx044,ginger,neighbor,0:cherry,,-0.3090705514650698,-0.5066182730832453
AZ,NUEx044,cake,neighbor,0:cherry,,-0.24864553624576827,-0.27470098751429894
AZ,NUEx044,chicken,neighbor,0:cherry,,-0.34938201874567193,-0.1680391019392084
AZ,NUEx044,garlic,neighbor,0:cherry,,-0.26316591439724407,-0.5517777404914233
AZ,NUEx044,head,truth,1:head,body part,0.3272253028465844,-0.06360073345214227
AZ,NUEx044,nose,predicted,1:head,body part,0.16748922588631132,-0.37380461818122074
AZ,NUEx044,neck,neighbor,1:head,,0.3653445707405296,-0.31361218660680695
AZ,NUEx044,tail,neighbor,1:head,,0.1569414037214818,-0.07872677829232111
AZ,NUEx044,finger,neighbor,1:head,,0.2875376859272296,-0.3746244497138157
AZ,NUEx044,bite,neighbor,1:head,,0.0211671464535338,-0.3645191380648892
AZ,NUEx044,bird,neighbor,1:head,,-0.3147407262455343,0.16304734837014914
