patient,display_id,label,role,trial_group,category,x,y
SE,NUEx051,lemon,truth,0:lemon,food/fruit,-0.11170081376263181,0.5729318432869909
SE,NUEx051,nose,predicted,0:lemon,food/fruit,0.2724651517824041,-0.23652007051286758
SE,NUEx051,cherry,neighbor,0:lemon,,-0.1916405821530278,0.4793036858022426
SE,NUEx051,peach,neighbor,0:lemon,,-0.07197759404827635,0.5398305102467953
SE,NUEx051,tail,neighbor,0:lemon,,0.15912486957863273,-0.22167528370383194
SE,NUEx051,fruit,neighbor,0:lemon,,-0.10692769581530444,0.491535228790728
SE,NUEx051,strawberry,neighbor,0:lemon,,-0.03470260232530002,0.520966292253678
SE,NUEx051,pumpkin,neighbor,0:lemon,,0.08930375070945218,0.4616122570578379
SE,NUEx051,red,neighbor,0:lemon,,-0.10221521080830058,0.18936539797183458
SE,NUEx051,leaf,neighbor,0:lemon,,-0.2380337423430825,0.3762770589922633
SE,NUEx051,neck,neighbor,0:lemon,,0.35875631831225485,-0.36987163528342554
SE,NUEx051,pine,neighbor,0:lemon,,-0.29447459052386327,0.4468470252336997
SE,NUEx051,honey,neighbor,0:lemon,,0.14345247792220547,0.4978712935843482
SE,NUEx051,flower,neighbor,0:lemon,,-0.3317841821071766,0.37188656017260063
SE,NUEx051,deer,neighbor,0:lemon,,0.39673192466567564,0.0945547963367633
SE,NUEx051,duck,neighbor,0:lemon,,0.22755686012568918,0.23499997077406679
SE,NUEx051,snow,neighbor,0:lemon,,-0.2323200397037227,-0.012889839461176805
SE,NUEx051,head,neighbor,0:lemon,,0.1798310503118002,-0.3708986585920688
SE,NUEx051,pineapple,neighbor,0:lemon,,-0.006475092584935588,0.5844283600256813
SE,NUEx051,mouth,neighbor,0:lemon,,0.45656089138843176,-0.20209352495726862
SE,NUEx051,brown,neighbor,0:lemon,,-0.010658815098180235,0.2773097088422208
SE,NUEx051,mountain,neighbor,0:lemon,,-0.3488833354497886,0.04325147046149958
SE,NUEx051,snake,neighbor,0:lemon,,0.1857642471010458,0.024041378760574734
SE,NUEx051,coconut,neighbor,0:lemon,,0.064525829873376,0.5871259865176623
SE,NUEx051,dog,truth,1:dog,animal,0.4146749852971341,-0.05806845621188513
SE,NUEx051,cow,predicted,1:dog,animal,0.3263637338928552,0.19528933612429103
SE,NUEx051,rabbit,neighbor,1:dog,,0.41600583546546593,0.18924979529385283
SE,NUEx051,cat,neighbor,1:dog,,0.46999728928074547,-0.018446804608987562
SE,NUEx051,pig,neighbor,1:dog,,0.39803868034610823,0.15833150475165342
SE,NUEx051,elephant,neighbor,1:dog,,0.2510930067354524,0.07484656814818812
SE,NUEx051,horse,neighbor,1:dog,,0.07207904311568578,-0.12625148581952184
SE,NUEx051,goat,neighbor,1:dog,,0.32758780115137204,0.372391814975776
SE,NUEx051,chicken,neighbor,1:dog,,0.22119575077990425,0.3814450423486825
SE,NUEx051,bunny,neighbor,1:dog,,0.42505095159410744,0.2444606065464907
SE,NUEx051,bite,neighbor,1:dog,,0.34884404962180465,-0.1099818257006495
SE,NUEx051,monkey,neighbor,1:dog,,0.32694614353187373,0.09500218117369655
SE,NUEx051,moose,neighbor,1:dog,,0.521241971806392,0.16310185361353863
SE,NUEx051,belly,neighbor,1:dog,,0.38555893241061095,-0.19706323622130037
SE,NUEx051,animal,neighbor,1:dog,,0.4832804246147201,0.060913492482611444
SE,NUEx051,sheep,neighbor,1:dog,,0.49830738170210975,0.25310742901499045
SE,NUEx051,kitten,neighbor,1:dog,,0.5938033104558501,0.026220104285075714
SE,NUEx051,fish,neighbor,1:dog,,0.13670611590266155,0.2066497869613711
SE,NUEx051,bus,truth,2:bus,vehicle,-0.5440545477105134,-0.3041316942438614
SE,NUEx051,taxi,predicted,2:bus,vehicle,-0.5176118221673011,-0.34905382552374126
SE,NUEx051,train,neighbor,2:bus,,-0.43485840516614066,-0.29991193640131436
SE,NUEx051,bike,neighbor,2:bus,,-0.3891202684896451,-0.19571796729322077
SE,NUEx051,cab,neighbor,2:bus,,-0.4105827007412172,-0.4242921724596364
SE,NUEx051,passenger,neighbor,2:bus,,-0.34500408411777767,-0.5759277315116311
SE,NUEx051,tow,neighbor,2:bus,,-0.13051373895230373,-0.5394462585697508
SE,NUEx051,airplane,neighbor,2:bus,,-0.24782020954275918,-0.4764751169614744
SE,NUEx051,road,neighbor,2:bus,,-0.48230172653879433,-0.11874007394455979
SE,NUEx051,plane,neighbor,2:bus,,-0.2515810017305663,-0.5217821457932897
SE,NUEx051,bicycle,neighbor,2:bus,,-0.4468112311942094,-0.17638061841751682
SE,NUEx051,crane,neighbor,2:bus,,-0.031917842025200906,-0.5684802029937884
SE,NUEx051,tractor,neighbor,2:bus,,-0.1941816828726358,-0.391591477742265
SE,NUEx051,fly,neighbor,2:bus,,0.05640975367175196,-0.5126487638227759
SE,NUEx051,subway,neighbor,2:bus,,-0.6655295739463701,-0.05113757140915273
SE,NUEx051,helicopter,neighbor,2:bus,,-0.19117652881671202,-0.5981339101455627
SE,NUEx051,sidewalk,neighbor,2:bus,,-0.5422072211848009,0.020694707383451715
SE,NUEx051,parking,neighbor,2:bus,,-0.6296964477788202,-0.18633158381576492
SE,NUEx051,airport,neighbor,2:bus,,-0.5930865064117484,-0.36874051806969177
SE,NUEx051,bear,truth,3:bear,animal,0.2645556432836829,-0.022762697827468106
SE,NUEx051,bird,predicted,3:bear,animal,0.09340344735084698,0.0748663468946767
SE,NUEx051,frog,neighbor,3:bear,,0.35296486489213313,0.27249247740828386
SE,NUEx051,pear,truth,4:pear,food/fruit,-0.012900440060110534,0.6347078677039657
SE,NUEx051,tree,predicted,4:pear,food/fruit,-0.20714056694880295,0.22110178464698457
SE,NUEx051,car,truth,5:car,vehicle,-0.35043970168279426,-0.3554653556279772
SE,NUEx051,foot,predicted,5:car,vehicle,0.09881418405561826,-0.3596522937383819
SE,NUEx051,shoulder,neighbor,5:car,,0.294428462762776,-0.4697163010300926
SE,NUEx051,front,neighbor,5:car,,0.0007967633126303337,-0.4173927524824976
SE,NUEx051,butt,neighbor,5:car,,0.4315229579367387,-0.2786134799283446
SE,NUEx051,arm,neighbor,5:car,,0.24565903434646366,-0.5235274053048988
SE,NUEx051,wheel,neighbor,5:car,,-0.10602196386610976,-0.45490934652901177
SE,NUEx051,toe,truth,6:toe,body part,0.4214114680156372,-0.4178984000869097
SE,NUEx051,leg,predicted,6:toe,body part,0.27231323576257493,-0.41599015218500845
SE,NUEx051,nail,neighbor,6:toe,,-0.48803943276739037,0.29817343697129894
SE,NUEx051,ear,neighbor,6:toe,,0.5308743744903951,-0.26388456313692005
SE,NUEx051,boat,truth,7:boat,vehicle,-0.18397528005054387,-0.30487791856841134
SE,NUEx051,truck,predicted,7:boat,vehicle,-0.267317182639022,-0.3283003644246285
SE,NUEx051,nut,truth,8:nut,object/tool,0.25241025048435006,0.5186004851445548
SE,NUEx051,banana,predicted,8:nut,object/tool,0.02471674840800399,0.4604723052364769
SE,NUEx051,grape,truth,9:grape,food/fruit,-0.22470696346345514,0.5731471893461431
SE,NUEx051,orange,predicted,9:grape,food/fruit,-0.14008832367084406,0.33540356406594407
SE,NUEx051,sand,neighbor,9:grape,,-0.26251330838896136,0.09663218542691021
SE,NUEx051,hill,neighbor,9:grape,,-0.4142502154754601,0.05460372626531096
SE,NUEx051,sky,neighbor,9:grape,,-0.45144647637893703,0.14660875328373496
SE,NUEx051,green,neighbor,9:grape,,-0.25244027674588515,0.2730222504530913
